context,target,generated,bleu-2,rouge-l,extrema,ppl
"User: Hi

Assistant: "," Hi there, how are you feeling? ", Hello! How are you doing?,25.890539701513365,36.36363586776859,87.01171875,2.502338171005249
"User: Hi

Assistant: Hi there, how are you feeling? 
User: Not feeling good. Trying to find a job but no success

Assistant: ", It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? , I am sorry to hear that.  Have you tried looking for work online? ,2.985121338956229,12.903225319458917,91.064453125,8.016443252563477
"User: Hi

Assistant: Hi there, how are you feeling? 
User: Not feeling good. Trying to find a job but no success

Assistant: It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? 
User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: ", Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?, I am sorry to hear that. Is there a possibility of a temporary job? ,2.6474393903924507,23.529411292387554,92.87109375,5.036559581756592
"User: Not feeling good. Trying to find a job but no success

Assistant: It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? 
User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?
User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: ", Are there any organisations that you could just call and explain your predicament to?, I think it is a very difficult time to be a single mother. I think you have a lot of strength in you for trying so hard. ,1.193524790065722,5.405404934989084,88.134765625,12.56666088104248
"User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?
User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: Are there any organisations that you could just call and explain your predicament to?
User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: "," Do you have friends who could help you, even with child care? ", I know that there are organisations that will give out food and help with things like that. There are also organisations that will help you with employment. ,2.0672455764868083,12.499999531250019,90.52734375,9.898172378540039
"User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: Are there any organisations that you could just call and explain your predicament to?
User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: Do you have friends who could help you, even with child care? 
User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: ", I can imagine that that must have been traumatic. You will make new friends though. , I am sorry to hear that. I know that it is a difficult position to be in. ,2.7116307227332026,19.999999500000015,89.16015625,14.29766845703125
"User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: Do you have friends who could help you, even with child care? 
User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: I can imagine that that must have been traumatic. You will make new friends though. 
User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: ", I am a poor person too and I'd be happy to be your friend. We have to stick together! , I am not sure that is true. I am sure that there are people out there who will be sympathetic. ,8.885233166386385,18.18181768227733,91.50390625,9.777887344360352
"User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: I can imagine that that must have been traumatic. You will make new friends though. 
User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: I am a poor person too and I'd be happy to be your friend. We have to stick together! 
User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: ", No need to return anything but friendship.  Thanks for talking! , I am sure that you will find that you have a lot to offer to people and they will be happy to give you a chance. ,1.240347345892085,6.666666222222252,91.650390625,21.063072204589844
"User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: I am a poor person too and I'd be happy to be your friend. We have to stick together! 
User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: No need to return anything but friendship.  Thanks for talking! 
User: I would try to search near by food bank or NGOs as you suggested . Thank you so much for all you help.
Assistant: "," No problem at all ... I've been there :( (genuinely, not just for the HIT)", You are so welcome! I am glad you are talking to me. ,0,0.0,87.744140625,32.65473175048828
"User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: No need to return anything but friendship.  Thanks for talking! 
User: I would try to search near by food bank or NGOs as you suggested . Thank you so much for all you help.
Assistant: No problem at all ... I've been there :( (genuinely, not just for the HIT)
User: Your words are motivational and it gave me positivity to move forward.
Assistant: ", Best wishes :) You need to press quit from your end though cos I can't do it from my end :) , I'm glad I could be of some help.  I've been a teacher for 29 years and have been in that situation many times.  I've learned that you have to be patient with yourself and your feelings.  You will get through it.,1.5617376188860608,18.86792407974369,91.162109375,6.831677436828613
Assistant: ," Hi there, what is life like for you right now?"," Hello, how are you?",0,0.0,85.888671875,5.572346210479736
"Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: ", So you're worried about your studies? I will try to help if I can. Please tell me all you can. ," Oh no, I'm so sorry to hear that. ",0.9428970210385039,14.28571384948981,90.087890625,5.861668586730957
"Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: ", Are you finding that things are being made difficult because of the pandemic?, I am sorry to hear that. What is your major? ,0,8.695651682419687,84.228515625,11.813313484191895
"User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: ", I hear you. I think we're all really suffering at the moment. Are you getting any support?, I can imagine that is very difficult. ,1.1693773197286033,8.695651720226866,86.474609375,7.426760673522949
"User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: ", What sort of thing do you want to go into when your studies are over?, It sounds like you have some friends to lean on. ,2.8592129498690224,15.384614896449719,86.71875,5.43629789352417
"User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: ", That is a really worth profession. Have you thought of doing some volunteer work before you graduate?, Do you have any ideas about what sort of therapist you'd like to be?,2.6755692780938665,13.333332835555575,90.771484375,8.518327713012695
"User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: ", That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?, I worked at a suicide hotline in college. It was a very difficult job but I learned a lot from it. I also had some therapy experience at the hospital I worked at. ,0.9731236802019041,4.444443956543264,92.578125,10.249670028686523
"Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?
User: I know I'm up to it, but this week I've been having a hard time

User: Just struggling to stay motivated in school

Assistant: ", Don't put yourself under too much pressure if you are suffering yourself. , You sound like a good person and you are doing the right thing.,11.322770341445958,15.999999500800016,87.255859375,15.613037109375
