context,target,generated,bleu-2,rouge-l,extrema,ppl
"[Turn: 1] User: Hi

Assistant: "," Hi there, how are you feeling? "," Hi there, how are you doing today?
",69.00655593423542,76.92307642603551,91.89453125,2.398674964904785
"[Turn: 2] User: Hi

Assistant: Hi there, how are you feeling? 
User: Not feeling good. Trying to find a job but no success

Assistant: ", It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? ," I'm sorry to hear that, is there any specific reason you're having trouble finding work?",2.526657958338378,12.121211625344372,92.529296875,8.391711235046387
"[Turn: 3] User: Hi

Assistant: Hi there, how are you feeling? 
User: Not feeling good. Trying to find a job but no success

Assistant: It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? 
User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: ", Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?," I think that you are in a very difficult position, especially with the lack of work. ",3.1370320127106033,21.052631084487544,92.138671875,4.680327415466309
"[Turn: 4] User: Not feeling good. Trying to find a job but no success

Assistant: It's a really hard time to be finding new work isn't it? Are you getting unemployment or anything? 
User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?
User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: ", Are there any organisations that you could just call and explain your predicament to?, I think it's really important that you get out of the house a bit and do some exercise and stuff to help you feel better. ,7.071067811865474,15.789473218836578,89.6484375,12.696008682250977
"[Turn: 5] User: I am getting unemployment but that is not sufficient with 6 children. 
Assistant: Wow that's a lot of kids. Do you know that there are foodbanks out there which might be able to help you?
User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: Are there any organisations that you could just call and explain your predicament to?
User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: "," Do you have friends who could help you, even with child care? ", I'm so sorry to hear that. Is it possible that you could apply for unemployment whilst you're looking for a new job?,2.0806259464411974,12.499999531250019,89.94140625,9.969925880432129
"[Turn: 6] User: As a single mother It's pretty hard to go to search for food bank. I am spending most of my time in looking for a job.

Assistant: Are there any organisations that you could just call and explain your predicament to?
User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: Do you have friends who could help you, even with child care? 
User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: ", I can imagine that that must have been traumatic. You will make new friends though. , It is not good that she left you and your children. I am sure that you are feeling very lonely. ,2.809757434745082,17.64705833044984,91.552734375,13.56042766571045
"[Turn: 7] User: I don't know any as I never faced such situation before and my partner was there to support the family. Now there is no support of him. life is becoming misearable.
Assistant: Do you have friends who could help you, even with child care? 
User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: I can imagine that that must have been traumatic. You will make new friends though. 
User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: ", I am a poor person too and I'd be happy to be your friend. We have to stick together! , I am sure that you are doing your best. It will not be easy for a while. ,12.053330963380017,22.85714235755103,93.212890625,9.224936485290527
"[Turn: 8] User: One of my friends was really helpful. She moved to different city last month. After that I am totally shattered.
Assistant: I can imagine that that must have been traumatic. You will make new friends though. 
User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: I am a poor person too and I'd be happy to be your friend. We have to stick together! 
User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: ", No need to return anything but friendship.  Thanks for talking! , I am not sure that's true. I am not sure that anyone is. ,0,0.0,88.37890625,21.49917221069336
"[Turn: 9] User: Life is becoming hard day by day. I am feeling guilty that I can't feed my kids well. No one wants to do friendship with poor people.

Assistant: I am a poor person too and I'd be happy to be your friend. We have to stick together! 
User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: No need to return anything but friendship.  Thanks for talking! 
User: I would try to search near by food bank or NGOs as you suggested . Thank you so much for all you help.
Assistant: "," No problem at all ... I've been there :( (genuinely, not just for the HIT)", I am so glad that you are doing that. I think you will find something! ,0,0.0,88.76953125,31.968711853027344
"[Turn: 10] User: Thank you so much for all your support. You will be a  great person for sure. I would like to be your friend but I have nothing to return. 
Assistant: No need to return anything but friendship.  Thanks for talking! 
User: I would try to search near by food bank or NGOs as you suggested . Thank you so much for all you help.
Assistant: No problem at all ... I've been there :( (genuinely, not just for the HIT)
User: Your words are motivational and it gave me positivity to move forward.
Assistant: ", Best wishes :) You need to press quit from your end though cos I can't do it from my end :) , You're welcome.  I hope you find what you need and have a great rest of the day!  Have a great rest of the week!,1.9034674690672018,5.555555055555601,89.013671875,6.224236965179443
[Turn: 1] Assistant: ," Hi there, what is life like for you right now?"," Hello, how are you doing today?",2.9642151188002916,12.499999531250019,86.962890625,5.865772247314453
"[Turn: 2] Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: ", So you're worried about your studies? I will try to help if I can. Please tell me all you can. , I'm sorry to hear that.  School can be very stressful.  Is it a normal part of your life?,2.2877014221357377,16.216215716581463,91.6015625,5.954484939575195
"[Turn: 3] Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: ", Are you finding that things are being made difficult because of the pandemic?," That is very stressful. So you're a student, and you're also looking for a job. Do you have any connections in your field that you could reach out to? ",1.569412051435861,10.256409811965831,88.57421875,11.867233276367188
"[Turn: 4] User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: ", I hear you. I think we're all really suffering at the moment. Are you getting any support?, I completely understand that feeling. I've been in the same boat. ,2.471330084421462,14.81481432098767,89.453125,7.706518650054932
"[Turn: 5] User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: ", What sort of thing do you want to go into when your studies are over?, I'm sorry to hear that. Do you have any hobbies?,2.8592129498690224,15.999999520000014,87.060546875,5.678597927093506
"[Turn: 6] User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: ", That is a really worth profession. Have you thought of doing some volunteer work before you graduate?, That's a great choice. Is there anyone at your school that you could talk to about your worries?,2.556549962824567,12.121211621671279,91.259765625,8.159530639648438
"[Turn: 7] User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: ", That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?, That is a really good idea. Do you think you can get a job there?,13.985259165177377,24.999999517578132,92.67578125,10.022733688354492
"[Turn: 8] Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?
User: I know I'm up to it, but this week I've been having a hard time

User: Just struggling to stay motivated in school

Assistant: ", Don't put yourself under too much pressure if you are suffering yourself. , Have you tried to get out of the room and take a walk?,2.5318484177091665,7.9999995008000315,81.494140625,17.081907272338867
"[Turn: 9] Assistant: That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?
User: I know I'm up to it, but this week I've been having a hard time

User: Just struggling to stay motivated in school

Assistant: Don't put yourself under too much pressure if you are suffering yourself. 
User: I try not to. Sometimes it's hard to put myself first

Assistant: ", I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. , I think it is important to take care of yourself and not let it become a barrier to you.,9.795836592273293,20.512820021038802,93.75,10.956209182739258
"[Turn: 10] User: Just struggling to stay motivated in school

Assistant: Don't put yourself under too much pressure if you are suffering yourself. 
User: I try not to. Sometimes it's hard to put myself first

Assistant: I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. 
User: It's good to hear I'm not alone in feeling this way

Assistant: ", Is there anything else you'd like to tell me about how you're feeling right now?, Do you have anyone close to you who you can talk to about this? ,3.086443060625858,15.384614896449719,91.259765625,3.690645456314087
"[Turn: 11] User: I try not to. Sometimes it's hard to put myself first

Assistant: I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. 
User: It's good to hear I'm not alone in feeling this way

Assistant: Is there anything else you'd like to tell me about how you're feeling right now?
User: I got a job offer today, I'm very proud of myself!
Assistant: ", That sounds wonderful - is it the sort of job you were really looking for?, I am very glad to hear that. Is there anything else that is bothering you?,2.1821789023599236,6.896551224732497,87.451171875,4.159701347351074
"[Turn: 12] User: It's good to hear I'm not alone in feeling this way

Assistant: Is there anything else you'd like to tell me about how you're feeling right now?
User: I got a job offer today, I'm very proud of myself!
Assistant: That sounds wonderful - is it the sort of job you were really looking for?
User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: ", Don't over extend yourself though. Make sure to give yourself plenty of you time. , That sounds like a great opportunity to work towards your goal of starting a career in counseling. Do you think you could get a job offer for that?,1.992047682223989,15.38461492439186,92.96875,28.755870819091797
"[Turn: 13] User: I got a job offer today, I'm very proud of myself!
Assistant: That sounds wonderful - is it the sort of job you were really looking for?
User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: "," Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. ", Do you have anyone else who you could talk to? ,1.1624692361541633,12.12121172451792,89.990234375,9.405845642089844
"[Turn: 14] User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. 
User: I will try that! Okay, thank you so much for your advice. I'm going to log off now. This has been very helpful.
Assistant: "," Wait till we hit the fifteen minute mark :D. And you're most welcome, have a lovely day! ", You're welcome! Good luck with everything. I hope you have a great weekend!,8.323838153210195,13.333332842222239,93.84765625,11.749239921569824
[Turn: 1] Assistant: ," Hello, what can I help you with this evening?  "," Hello there, how are you doing?
",3.5018063965685027,13.33333285333335,88.57421875,4.8634352684021
"[Turn: 2] Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: "," Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  ", I understand how that feels. It can be tough to deal with depression and stress. ,9.12961334936218,24.99999950000001,92.1875,5.059516906738281
"[Turn: 3] Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: "," Oh yes, less light during the day makes the days seem compacted and suffocating", I know that the days getting shorter can be very difficult.  I'm sure you can find some comfort in the fact that they will get longer soon.,6.537204504606134,10.810810355003673,89.892578125,31.07951545715332
"[Turn: 4] User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: ", I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram, I was in a similar situation.   I took a series of walks every morning.   I started with 30 minutes and then worked my way up to an hour.   I found that it really helped me clear my mind and feel better about myself.   It also helped to have a plan for the day.   I'd write out my day and then go to bed early.   I'd also take a warm shower and get out of bed in the morning before I even thought about getting up.   I found it to be a great way to reset and feel ready to tackle the day.,5.911401774341007,23.157894290083107,95.60546875,18.417863845825195
"[Turn: 5] Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: "," I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  ", I also have found that being at the beach in the morning is a great way to refresh my mind and get my day started off right,9.0889377664762,22.22222174351223,94.53125,18.277292251586914
"[Turn: 6] Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  
User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: "," Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  "," I can relate to that.  I am a bit of a night owl, but I do enjoy the morning and the coffee.  ",2.1405451858442817,17.391303862948973,92.431640625,8.381473541259766
"[Turn: 7] User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  
User: Time is the fire in which we burn.
Assistant: ", Now that is intractable, I like to think of it that way.  ,4.225771273642583,15.384614958579892,78.7109375,275.2788391113281
